id,external_id,amount,currency,status,failure_reason,payment_method,retry_count,checkout_duration,abandoned,lifetime_value,total_transactions,successful_payments,failed_payments,abandoned_checkouts,preferred_method,customer_segment,failure_history_ratio,success_history_ratio,abandonment_history_ratio,high_value_customer,high_amount,retry_pressure,simulated_recovery_probability,recovered,baseline_recovered,ai_strategy,strategy_multiplier,ai_recovery_probability,ai_recovered,baseline_recovered_amount,ai_recovered_amount,baseline_expected_recovery,ai_expected_recovery
cmtnyrc5a01vh3c6vshbxan6t,TXN-00001429,3499.0,INR,FAILED,USER_ABANDONED,UPI,3,457,False,27968.0,26,23,3,4,NETBANKING,HIGH_VALUE,0.1111111111111111,0.8518518518518519,0.14814814814814814,0,0,1,0.4514814814814813,1,1,RETRY_PAYMENT,0.9,0.4063333333333332,0,3499.0,0.0,1137.4082666666663,1421.760333333333
cmtnyrc9h01vi3c6vyjo7078c,TXN-00001430,999.0,INR,FAILED,AUTHENTICATION_FAILED,NETBANKING,0,372,False,3728.0,4,2,2,5,UPI,REGULAR,0.4,0.4,1.0,0,0,0,0.2299999999999999,0,0,PAYMENT_LINK,1.12,0.2575999999999999,0,0.0,0.0,165.43439999999993,257.3423999999999
cmtnyrcky01vk3c6vvn3xapd8,TXN-00001432,799.0,INR,ABANDONED,INSUFFICIENT_FUNDS,NETBANKING,3,399,True,19080.0,14,9,5,4,NETBANKING,REGULAR,0.3333333333333333,0.6,0.26666666666666666,0,0,1,0.3733333333333333,0,0,PAYMENT_LINK,1.12,0.41813333333333336,0,0.0,0.0,214.7712,334.0885333333334
cmtnyrcyf01vn3c6v71j0lcv9,TXN-00001435,3499.0,INR,FAILED,INSUFFICIENT_FUNDS,WALLET,2,363,False,25029.0,23,9,14,1,CARD,AT_RISK,0.5833333333333334,0.375,0.041666666666666664,0,0,1,0.23208333333333325,0,0,PAYMENT_LINK,1.12,0.2599333333333333,1,0.0,3499.0,584.6828999999998,909.5067333333332
cmtnyrd3001vo3c6v0wrtcovy,TXN-00001436,499.0,INR,ABANDONED,NETWORK_ERROR,NETBANKING,0,155,True,1024.0,3,1,2,1,UPI,NEW,0.5,0.25,0.25,0,0,0,0.4724999999999999,0,0,RETRY_PAYMENT,0.9,0.42524999999999996,0,0.0,0.0,169.75979999999998,212.19975
cmtnyrd7m01vp3c6vz33vwdtj,TXN-00001437,799.0,INR,ABANDONED,TIMEOUT,CARD,2,308,True,19060.0,7,4,3,5,NETBANKING,NEW,0.375,0.5,0.625,0,0,1,0.4462499999999999,1,1,RETRY_PAYMENT,0.9,0.40162499999999995,1,799.0,799.0,256.71869999999996,320.898375
cmtnyrde201vq3c6vcr4qaxgh,TXN-00001438,299.0,INR,ABANDONED,NETWORK_ERROR,UPI,0,70,True,63990.0,22,15,7,1,NETBANKING,REGULAR,0.30434782608695654,0.6521739130434783,0.043478260869565216,1,0,0,0.7030434782608697,1,0,RETRY_PAYMENT,0.9,0.6327391304347827,1,0.0,299.0,151.3512,189.18900000000002
cmtnyrdjo01vr3c6vkqrovovr,TXN-00001439,3499.0,INR,FAILED,BANK_DECLINE,NETBANKING,2,68,False,13230.0,12,7,5,0,UPI,NEW,0.38461538461538464,0.5384615384615384,0.0,0,0,1,0.3869230769230768,0,0,RETRY_PAYMENT,0.9,0.3482307692307691,0,0.0,0.0,974.767569230769,1218.4594615384613
cmtnyrdzo01vt3c6v2cb9w4kw,TXN-00001441,1999.0,INR,FAILED,NETWORK_ERROR,NETBANKING,0,229,False,36666.0,16,9,7,5,WALLET,NEW,0.4117647058823529,0.5294117647058824,0.29411764705882354,0,0,0,0.5011764705882352,1,1,RETRY_PAYMENT,0.9,0.45105882352941173,1,1999.0,1999.0,721.3332705882352,901.6665882352941
cmtnyred101vw3c6v9kcsjdyj,TXN-00001444,7999.0,INR,FAILED,BANK_DECLINE,CARD,1,365,False,23192.0,9,8,1,1,WALLET,HIGH_VALUE,0.1,0.8,0.1,0,1,0,0.48500000000000004,0,0,RETRY_PAYMENT,0.9,0.43650000000000005,0,0.0,0.0,2793.2508000000003,3491.5635000000007
cmtnyreh601vx3c6vlq57gdhp,TXN-00001445,999.0,INR,FAILED,INSUFFICIENT_FUNDS,WALLET,2,415,False,3704.0,3,2,1,0,WALLET,REGULAR,0.25,0.5,0.0,0,0,1,0.37749999999999995,1,0,PAYMENT_LINK,1.12,0.42279999999999995,0,0.0,0.0,271.5281999999999,422.37719999999996
cmtnyrelo01vy3c6v6nx66d7w,TXN-00001446,9999.0,INR,FAILED,NETWORK_ERROR,CARD,0,403,False,29832.0,12,8,4,2,UPI,REGULAR,0.3076923076923077,0.6153846153846154,0.15384615384615385,0,1,0,0.5123076923076924,0,0,RETRY_PAYMENT,0.9,0.4610769230769231,1,0.0,9999.0,3688.246523076923,4610.308153846154
cmtnyreua01w03c6v0qawbkd9,TXN-00001448,799.0,INR,FAILED,INSUFFICIENT_FUNDS,NETBANKING,1,167,False,4879.0,3,1,2,0,UPI,AT_RISK,0.5,0.25,0.0,0,0,0,0.25749999999999995,0,0,PAYMENT_LINK,1.12,0.2884,0,0.0,0.0,148.13459999999995,230.4316
cmtnyreya01w13c6vdoksqynh,TXN-00001449,7999.0,INR,FAILED,USER_ABANDONED,WALLET,3,86,False,14144.0,9,8,1,3,NETBANKING,HIGH_VALUE,0.1,0.8,0.3,0,1,1,0.385,0,1,RETRY_PAYMENT,0.9,0.34650000000000003,1,7999.0,7999.0,2217.3228,2771.6535000000003
cmtnyrf3t01w23c6vgmbbwjo9,TXN-00001450,4999.0,INR,FAILED,TIMEOUT,UPI,3,331,False,73820.0,29,20,9,4,WALLET,REGULAR,0.3,0.6666666666666666,0.13333333333333333,1,0,1,0.5383333333333333,1,1,RETRY_PAYMENT,0.9,0.4845,1,4999.0,4999.0,1937.6124,2422.0155
cmtnyrfkg01w33c6v1nzhwoez,TXN-00001451,7999.0,INR,FAILED,CARD_EXPIRED,CARD,2,553,False,3928.0,10,4,6,1,UPI,AT_RISK,0.5454545454545454,0.36363636363636365,0.09090909090909091,0,1,1,0.15000000000000002,0,0,STOP,0.0,0.0,0,0.0,0.0,863.892,0.0
cmtnyrg2301w73c6vwf664sos,TXN-00001455,14999.0,INR,FAILED,TIMEOUT,CARD,0,589,False,11459.0,18,7,11,0,CARD,AT_RISK,0.5789473684210527,0.3684210526315789,0.0,0,1,0,0.49526315789473685,0,0,RETRY_PAYMENT,0.9,0.44573684210526315,0,0.0,0.0,5348.4855157894735,6685.606894736842
cmtnyrgnq01wc3c6v1bjgg4j9,TXN-00001460,4999.0,INR,FAILED,BANK_DECLINE,UPI,2,50,False,41238.0,26,18,8,0,CARD,REGULAR,0.2962962962962963,0.6666666666666666,0.0,0,0,1,0.4322222222222221,0,0,RETRY_PAYMENT,0.9,0.3889999999999999,0,0.0,0.0,1555.6887999999997,1944.6109999999994
cmtnyrgs601wd3c6vx4krqdmf,TXN-00001461,999.0,INR,FAILED,BANK_DECLINE,WALLET,1,28,False,8256.0,12,8,4,3,UPI,REGULAR,0.3076923076923077,0.6153846153846154,0.23076923076923078,0,0,0,0.39461538461538465,1,0,RETRY_PAYMENT,0.9,0.3551538461538462,0,0.0,0.0,283.83895384615386,354.79869230769236
cmtnyrhm801wk3c6vl44pfjor,TXN-00001468,1999.0,INR,FAILED,INSUFFICIENT_FUNDS,UPI,3,419,False,68994.0,27,18,9,5,CARD,REGULAR,0.32142857142857145,0.6428571428571429,0.17857142857142858,1,0,1,0.3646428571428571,0,0,PAYMENT_LINK,1.12,0.4084,0,0.0,0.0,524.8231714285713,816.3915999999999
cmtnyri7l01wp3c6vtbnhimed,TXN-00001473,9999.0,INR,ABANDONED,CARD_EXPIRED,WALLET,0,474,True,32508.0,16,14,2,5,UPI,HIGH_VALUE,0.11764705882352941,0.8235294117647058,0.29411764705882354,0,1,0,0.43882352941176467,0,0,SEND_EMAIL,0.82,0.35983529411764703,1,0.0,9999.0,3159.213458823529,3597.9931058823527
cmtnyrj0f01wt3c6vft725h80,TXN-00001477,1499.0,INR,FAILED,BANK_DECLINE,CARD,2,279,False,30112.0,20,8,12,1,WALLET,AT_RISK,0.5714285714285714,0.38095238095238093,0.047619047619047616,0,0,1,0.31476190476190474,0,0,RETRY_PAYMENT,0.9,0.28328571428571425,0,0.0,0.0,339.71622857142853,424.64528571428565
cmtnyrjwc01wy3c6vgkfzkm5f,TXN-00001482,999.0,INR,ABANDONED,INSUFFICIENT_FUNDS,NETBANKING,2,165,True,49760.0,28,16,12,3,UPI,NEW,0.41379310344827586,0.5517241379310345,0.10344827586206896,0,0,1,0.3455172413793102,0,0,PAYMENT_LINK,1.12,0.38697931034482747,1,0.0,999.0,248.52364137931025,386.59233103448264
cmtnyrk8v01x13c6vxvlmhm42,TXN-00001485,3499.0,INR,FAILED,INSUFFICIENT_FUNDS,UPI,0,92,False,21114.0,11,9,2,0,CARD,HIGH_VALUE,0.16666666666666666,0.75,0.0,0,0,0,0.4725,0,0,PAYMENT_LINK,1.12,0.5292,0,0.0,0.0,1190.3597999999997,1851.6708
cmtnyrlu701xe3c6vvyluog7m,TXN-00001498,499.0,INR,ABANDONED,TIMEOUT,CARD,1,323,True,41530.0,27,10,17,5,WALLET,AT_RISK,0.6071428571428571,0.35714285714285715,0.17857142857142858,0,0,0,0.46035714285714285,1,0,RETRY_PAYMENT,0.9,0.41432142857142856,1,0.0,499.0,165.39711428571428,206.74639285714287
cmtnyrlzf01xf3c6vmi5hvryg,TXN-00001499,14999.0,INR,FAILED,INSUFFICIENT_FUNDS,UPI,3,119,False,2176.0,7,4,3,2,CARD,REGULAR,0.375,0.5,0.25,0,1,1,0.19374999999999992,0,0,STOP,0.0,0.0,0,0.0,0.0,2092.360499999999,0.0
cmtnyrmdj01xi3c6vfs23nuqh,TXN-00001502,499.0,INR,FAILED,AUTHENTICATION_FAILED,UPI,2,217,False,8199.0,15,9,6,5,WALLET,NEW,0.375,0.5625,0.3125,0,0,1,0.26312499999999994,0,0,PAYMENT_LINK,1.12,0.29469999999999996,0,0.0,0.0,94.53554999999997,147.0553
cmtnyrni801xp3c6vz4znv4nm,TXN-00001509,299.0,INR,ABANDONED,BANK_DECLINE,CARD,2,390,True,64560.0,27,24,3,2,WALLET,HIGH_VALUE,0.10714285714285714,0.8571428571428571,0.07142857142857142,1,0,1,0.6310714285714287,1,1,SEND_WHATSAPP,1.05,0.6626250000000002,0,299.0,0.0,135.85705714285717,198.12487500000006
cmtnyro8r01xv3c6vzvrqamtr,TXN-00001515,24999.0,INR,ABANDONED,AUTHENTICATION_FAILED,NETBANKING,1,151,True,17632.0,20,8,12,0,NETBANKING,AT_RISK,0.5714285714285714,0.38095238095238093,0.0,0,1,0,0.3295238095238095,1,0,PAYMENT_LINK,1.12,0.36906666666666665,0,0.0,0.0,5931.191314285714,9226.2976
cmtnyrp6q01y23c6v65q2sncv,TXN-00001522,1499.0,INR,ABANDONED,INSUFFICIENT_FUNDS,UPI,1,535,True,17328.0,10,6,4,4,WALLET,NEW,0.36363636363636365,0.5454545454545454,0.36363636363636365,0,0,0,0.36545454545454537,0,0,PAYMENT_LINK,1.12,0.40930909090909084,0,0.0,0.0,394.4277818181817,613.5543272727272
cmtnyrpgw01y43c6v2ovuydpi,TXN-00001524,299.0,INR,ABANDONED,NETWORK_ERROR,CARD,1,233,True,886.0,3,1,2,1,WALLET,AT_RISK,0.5,0.25,0.25,0,0,0,0.43249999999999994,0,1,RETRY_PAYMENT,0.9,0.38924999999999993,0,299.0,0.0,93.10859999999998,116.38574999999997
cmtnyrq9001ya3c6vrrgk9gao,TXN-00001530,1499.0,INR,FAILED,USER_ABANDONED,CARD,3,458,False,39676.0,23,13,10,5,UPI,NEW,0.4166666666666667,0.5416666666666666,0.20833333333333334,0,0,1,0.3220833333333333,0,0,RETRY_PAYMENT,0.9,0.28987499999999994,0,0.0,0.0,347.6180999999999,434.5226249999999
cmtnyrqdh01yb3c6v1v8f9whs,TXN-00001531,999.0,INR,ABANDONED,CARD_EXPIRED,CARD,2,436,True,30212.0,29,26,3,3,UPI,HIGH_VALUE,0.1,0.8666666666666667,0.1,0,0,1,0.4316666666666666,1,0,SEND_EMAIL,0.82,0.3539666666666666,1,0.0,999.0,310.4891999999999,353.6126999999999
cmtnyrqyj01yg3c6v2i7qklz8,TXN-00001536,9999.0,INR,ABANDONED,BANK_DECLINE,UPI,1,170,True,33870.0,17,10,7,2,CARD,NEW,0.3888888888888889,0.5555555555555556,0.1111111111111111,0,1,0,0.4294444444444444,0,1,SEND_WHATSAPP,1.05,0.45091666666666663,0,9999.0,0.0,3091.6908,4508.715749999999
cmtnyrr7b01yi3c6vfzhiqhkt,TXN-00001538,3499.0,INR,FAILED,INSUFFICIENT_FUNDS,CARD,1,177,False,72624.0,19,17,2,5,UPI,HIGH_VALUE,0.1,0.85,0.25,1,0,0,0.5225000000000001,1,0,PAYMENT_LINK,1.12,0.5852000000000002,1,0.0,3499.0,1316.3238000000001,2047.6148000000005
cmtnyrrzs01ym3c6vblp9gfh3,TXN-00001542,24999.0,INR,FAILED,BANK_DECLINE,WALLET,2,560,False,5104.0,12,4,8,5,NETBANKING,AT_RISK,0.6153846153846154,0.3076923076923077,0.38461538461538464,0,1,1,0.21615384615384609,0,0,RETRY_PAYMENT,0.9,0.1945384615384615,0,0.0,0.0,3890.6135999999988,4863.266999999999
cmtnyrsy801yu3c6v4evssulo,TXN-00001550,4999.0,INR,ABANDONED,AUTHENTICATION_FAILED,UPI,1,279,True,9246.0,3,2,1,5,NETBANKING,REGULAR,0.25,0.5,1.25,0,0,0,0.28750000000000003,0,1,PAYMENT_LINK,1.12,0.32200000000000006,0,4999.0,0.0,1034.7930000000001,1609.6780000000003
cmtnyrt2c01yv3c6vmqfbq1y8,TXN-00001551,499.0,INR,ABANDONED,CARD_EXPIRED,UPI,1,587,True,12912.0,5,4,1,1,CARD,HIGH_VALUE,0.16666666666666666,0.6666666666666666,0.16666666666666666,0,0,0,0.4049999999999999,0,0,SEND_EMAIL,0.82,0.3320999999999999,0,0.0,0.0,145.50839999999997,165.71789999999996
cmtnyruco01z33c6vzxkp7jdn,TXN-00001559,299.0,INR,ABANDONED,NETWORK_ERROR,WALLET,2,277,True,18420.0,18,10,8,1,NETBANKING,NEW,0.42105263157894735,0.5263157894736842,0.05263157894736842,0,0,1,0.493157894736842,1,0,RETRY_PAYMENT,0.9,0.4438421052631578,0,0.0,0.0,106.16703157894736,132.7087894736842
cmtnyruiq01z43c6v5qbpzwuz,TXN-00001560,299.0,INR,ABANDONED,AUTHENTICATION_FAILED,NETBANKING,1,265,True,30275.0,11,7,4,3,UPI,REGULAR,0.3333333333333333,0.5833333333333334,0.25,0,0,0,0.3708333333333333,0,1,PAYMENT_LINK,1.12,0.41533333333333333,0,299.0,0.0,79.83299999999998,124.18466666666667
cmtnyrv1a01z83c6vlu29c0g0,TXN-00001564,4999.0,INR,ABANDONED,AUTHENTICATION_FAILED,WALLET,0,55,True,1928.0,3,1,2,1,CARD,NEW,0.5,0.25,0.25,0,0,0,0.30249999999999994,1,0,PAYMENT_LINK,1.12,0.33879999999999993,0,0.0,0.0,1088.7821999999996,1693.6611999999998
cmtnyrv6401z93c6v0x3gvwhx,TXN-00001565,499.0,INR,FAILED,AUTHENTICATION_FAILED,WALLET,1,248,False,34656.0,30,12,18,2,WALLET,AT_RISK,0.5806451612903226,0.3870967741935484,0.06451612903225806,0,0,0,0.3132258064516129,1,0,PAYMENT_LINK,1.12,0.3508129032258065,1,0.0,499.0,112.53576774193549,175.05563870967745
cmtnyrvb201za3c6vstni3w89,TXN-00001566,7999.0,INR,ABANDONED,USER_ABANDONED,CARD,2,466,True,17320.0,23,20,3,2,WALLET,HIGH_VALUE,0.125,0.8333333333333334,0.08333333333333333,0,1,1,0.50125,0,1,SEND_WHATSAPP,1.05,0.5263125,0,7999.0,0.0,2886.8390999999997,4209.9736875
cmtnyrvgu01zb3c6vuu84s5tc,TXN-00001567,1499.0,INR,FAILED,USER_ABANDONED,WALLET,3,442,False,67185.0,22,15,7,4,CARD,REGULAR,0.30434782608695654,0.6521739130434783,0.17391304347826086,1,0,1,0.4499999999999999,0,1,RETRY_PAYMENT,0.9,0.4049999999999999,1,1499.0,1499.0,485.6759999999999,607.0949999999999
cmtnyrvlo01zc3c6vnmotdx5n,TXN-00001568,24999.0,INR,FAILED,INSUFFICIENT_FUNDS,NETBANKING,3,598,False,40599.0,11,9,2,1,UPI,HIGH_VALUE,0.16666666666666666,0.75,0.08333333333333333,0,1,1,0.30416666666666664,0,0,PAYMENT_LINK,1.12,0.3406666666666667,0,0.0,0.0,5474.780999999999,8516.326000000001
cmtnyrvu901ze3c6v8obciyc5,TXN-00001570,2499.0,INR,ABANDONED,AUTHENTICATION_FAILED,WALLET,2,179,True,16740.0,27,10,17,5,UPI,AT_RISK,0.6071428571428571,0.35714285714285715,0.17857142857142858,0,0,1,0.24035714285714282,0,0,PAYMENT_LINK,1.12,0.2692,1,0.0,2499.0,432.4697999999999,672.7307999999999
cmtnyrwg601zj3c6vuuphys8f,TXN-00001575,999.0,INR,FAILED,CARD_EXPIRED,UPI,0,30,False,23418.0,13,9,4,2,NETBANKING,REGULAR,0.2857142857142857,0.6428571428571429,0.14285714285714285,0,0,0,0.3335714285714285,0,0,SEND_EMAIL,0.82,0.27352857142857134,1,0.0,999.0,239.9312571428571,273.25504285714277
cmtnyrwoo01zl3c6vzykmi38d,TXN-00001577,24999.0,INR,FAILED,USER_ABANDONED,UPI,3,561,False,11700.0,7,6,1,0,NETBANKING,HIGH_VALUE,0.125,0.75,0.0,0,1,1,0.39874999999999994,0,0,RETRY_PAYMENT,0.9,0.35887499999999994,0,0.0,0.0,7177.2128999999995,8971.516124999998
cmtnyrwsp01zm3c6vkkxoiez4,TXN-00001578,299.0,INR,FAILED,USER_ABANDONED,CARD,0,476,False,28560.0,12,7,5,3,UPI,NEW,0.38461538461538464,0.5384615384615384,0.23076923076923078,0,0,0,0.4438461538461537,0,0,RETRY_PAYMENT,0.9,0.39946153846153837,0,0.0,0.0,95.55119999999997,119.43899999999998
cmtnyrx1a01zo3c6vqt7n1leu,TXN-00001580,7999.0,INR,FAILED,AUTHENTICATION_FAILED,UPI,0,523,False,23418.0,13,9,4,2,NETBANKING,REGULAR,0.2857142857142857,0.6428571428571429,0.14285714285714285,0,1,0,0.35357142857142854,0,0,PAYMENT_LINK,1.12,0.396,0,0.0,0.0,2036.316857142857,3167.6040000000003
cmtnyrxjj01zq3c6v17pez0r8,TXN-00001582,2499.0,INR,FAILED,BANK_DECLINE,NETBANKING,0,92,False,4494.0,7,6,1,1,CARD,HIGH_VALUE,0.125,0.75,0.125,0,0,0,0.54625,1,0,RETRY_PAYMENT,0.9,0.49162500000000003,1,0.0,2499.0,982.8566999999999,1228.5708750000001
cmtnyry7201zv3c6vt4kyfbvi,TXN-00001587,799.0,INR,FAILED,NETWORK_ERROR,UPI,2,446,False,52500.0,30,21,9,0,WALLET,REGULAR,0.2903225806451613,0.6774193548387096,0.0,1,0,1,0.5858064516129031,1,0,RETRY_PAYMENT,0.9,0.5272258064516129,1,0.0,799.0,337.0027354838709,421.2534193548387
cmtnyrygc01zx3c6vatg4v8fr,TXN-00001589,9999.0,INR,ABANDONED,BANK_DECLINE,CARD,1,74,True,2661.0,4,1,3,2,WALLET,AT_RISK,0.6,0.2,0.4,0,1,0,0.2799999999999999,1,0,SEND_WHATSAPP,1.05,0.29399999999999993,1,0.0,9999.0,2015.7983999999992,2939.705999999999
cmtnyryz702013c6v78pso1gh,TXN-00001593,9999.0,INR,FAILED,CARD_EXPIRED,UPI,0,141,False,8199.0,15,9,6,5,WALLET,NEW,0.375,0.5625,0.3125,0,1,0,0.28312499999999996,0,1,SEND_EMAIL,0.82,0.23216249999999997,0,9999.0,0.0,2038.2961499999997,2321.3928374999996
cmtnyrz3i02023c6vmuvy7cu7,TXN-00001594,3499.0,INR,FAILED,INSUFFICIENT_FUNDS,UPI,0,533,False,5668.0,12,4,8,1,UPI,AT_RISK,0.6153846153846154,0.3076923076923077,0.07692307692307693,0,0,0,0.34692307692307683,0,1,PAYMENT_LINK,1.12,0.3885538461538461,0,3499.0,0.0,873.9963692307689,1359.5499076923074
cmtnyrz8202033c6vkscw8a80,TXN-00001595,299.0,INR,ABANDONED,CARD_EXPIRED,WALLET,2,197,True,8199.0,15,9,6,5,WALLET,NEW,0.375,0.5625,0.3125,0,0,1,0.3531249999999999,1,0,SEND_EMAIL,0.82,0.2895624999999999,0,0.0,0.0,76.02074999999998,86.57918749999996
cmtnyrzcx02043c6voot5l9af,TXN-00001596,1999.0,INR,ABANDONED,BANK_DECLINE,NETBANKING,0,13,True,47838.0,30,21,9,4,NETBANKING,REGULAR,0.2903225806451613,0.6774193548387096,0.12903225806451613,0,0,0,0.5729032258064516,0,0,SEND_WHATSAPP,1.05,0.6015483870967742,0,0.0,0.0,824.5681548387096,1202.4952258064516
cmtnyrzpu02073c6v1ukmzi7h,TXN-00001599,7999.0,INR,FAILED,TIMEOUT,WALLET,1,56,False,36168.0,30,12,18,4,WALLET,AT_RISK,0.5806451612903226,0.3870967741935484,0.12903225806451613,0,1,0,0.44677419354838716,0,1,RETRY_PAYMENT,0.9,0.40209677419354845,1,7999.0,7999.0,2573.097677419355,3216.3720967741942
cmtnys14y020g3c6vkcs3zj4h,TXN-00001608,3499.0,INR,ABANDONED,USER_ABANDONED,UPI,0,134,True,29624.0,10,7,3,5,WALLET,REGULAR,0.2727272727272727,0.6363636363636364,0.45454545454545453,0,0,0,0.5127272727272727,1,0,SEND_WHATSAPP,1.05,0.5383636363636364,0,0.0,0.0,1291.7035636363635,1883.7343636363637
cmtnys1p7020k3c6vy496nnpc,TXN-00001612,2499.0,INR,ABANDONED,NETWORK_ERROR,NETBANKING,2,244,True,113464.0,29,26,3,5,NETBANKING,HIGH_VALUE,0.1,0.8666666666666667,0.16666666666666666,1,0,1,0.7550000000000001,1,1,RETRY_PAYMENT,0.9,0.6795000000000001,1,2499.0,2499.0,1358.4564000000003,1698.0705000000003
cmtnys276020o3c6votlcwe7y,TXN-00001616,1499.0,INR,FAILED,AUTHENTICATION_FAILED,CARD,1,80,False,18336.0,14,8,6,0,WALLET,NEW,0.4,0.5333333333333333,0.0,0,0,0,0.32333333333333325,0,0,PAYMENT_LINK,1.12,0.36213333333333325,0,0.0,0.0,348.9671999999999,542.8378666666665
cmtnys2fw020q3c6vdnjzspik,TXN-00001618,2499.0,INR,ABANDONED,TIMEOUT,UPI,3,173,True,2312.0,7,2,5,5,UPI,AT_RISK,0.625,0.25,0.625,0,0,1,0.36624999999999996,0,0,RETRY_PAYMENT,0.9,0.329625,0,0.0,0.0,658.9863,823.732875
cmtnys2tn020t3c6vhv9c0h4h,TXN-00001621,4999.0,INR,FAILED,TIMEOUT,CARD,1,378,False,124929.0,30,27,3,3,UPI,HIGH_VALUE,0.0967741935483871,0.8709677419354839,0.0967741935483871,1,0,0,0.7035483870967741,0,0,RETRY_PAYMENT,0.9,0.6331935483870967,1,0.0,4999.0,2532.267638709677,3165.3345483870967
cmtnys2z6020u3c6v6mdkhpfk,TXN-00001622,499.0,INR,ABANDONED,INSUFFICIENT_FUNDS,WALLET,1,295,True,34441.0,28,11,17,4,UPI,AT_RISK,0.5862068965517241,0.3793103448275862,0.13793103448275862,0,0,0,0.313103448275862,0,0,PAYMENT_LINK,1.12,0.3506758620689655,0,0.0,0.0,112.4918068965517,174.9872551724138
cmtnys33j020v3c6vf8qys8vk,TXN-00001623,2499.0,INR,FAILED,INSUFFICIENT_FUNDS,CARD,2,425,False,9660.0,15,6,9,0,WALLET,AT_RISK,0.5625,0.375,0.0,0,0,1,0.23937499999999995,0,0,PAYMENT_LINK,1.12,0.26809999999999995,0,0.0,0.0,430.7026499999999,669.9818999999999
cmtnys3yh02123c6vee5qc1ap,TXN-00001630,1999.0,INR,FAILED,USER_ABANDONED,UPI,3,459,False,12132.0,14,12,2,4,CARD,HIGH_VALUE,0.13333333333333333,0.8,0.26666666666666666,0,0,1,0.4233333333333334,0,0,RETRY_PAYMENT,0.9,0.38100000000000006,1,0.0,1999.0,609.2952,761.6190000000001
cmtnys4hr02163c6vv5lsit1z,TXN-00001634,1999.0,INR,FAILED,CARD_EXPIRED,NETBANKING,3,513,False,80655.0,22,19,3,4,UPI,HIGH_VALUE,0.13043478260869565,0.8260869565217391,0.17391304347826086,1,0,1,0.39956521739130435,0,0,SEND_EMAIL,0.82,0.32764347826086954,1,0.0,1999.0,575.0862260869566,654.9593130434782
cmtnys4n702173c6vsidr327s,TXN-00001635,299.0,INR,FAILED,AUTHENTICATION_FAILED,NETBANKING,1,325,False,63518.0,23,13,10,0,NETBANKING,NEW,0.4166666666666667,0.5416666666666666,0.0,1,0,0,0.46291666666666675,0,0,PAYMENT_LINK,1.12,0.5184666666666669,1,0.0,299.0,99.65670000000001,155.0215333333334
cmtnys56e021b3c6vet0qy601,TXN-00001639,3499.0,INR,FAILED,BANK_DECLINE,WALLET,3,368,False,10044.0,10,6,4,2,WALLET,NEW,0.36363636363636365,0.5454545454545454,0.18181818181818182,0,0,1,0.39363636363636356,0,0,RETRY_PAYMENT,0.9,0.35427272727272724,0,0.0,0.0,991.6802181818178,1239.6002727272726
cmtnys5kh021e3c6v7ue6hdek,TXN-00001642,24999.0,INR,FAILED,USER_ABANDONED,CARD,2,536,False,3102.0,5,3,2,4,UPI,REGULAR,0.3333333333333333,0.5,0.6666666666666666,0,1,1,0.2783333333333333,1,0,RETRY_PAYMENT,0.9,0.2505,0,0.0,0.0,5009.7996,6262.2495
cmtnys61l021i3c6v3ra9gn9c,TXN-00001646,499.0,INR,FAILED,AUTHENTICATION_FAILED,NETBANKING,2,70,False,45507.0,24,21,3,4,CARD,HIGH_VALUE,0.12,0.84,0.16,0,0,1,0.3859999999999999,1,1,PAYMENT_LINK,1.12,0.4323199999999999,1,499.0,499.0,138.68207999999996,215.72767999999996
cmtnys662021j3c6vzyszvn7s,TXN-00001647,2499.0,INR,FAILED,INSUFFICIENT_FUNDS,NETBANKING,3,583,False,118665.0,30,27,3,3,NETBANKING,HIGH_VALUE,0.0967741935483871,0.8709677419354839,0.0967741935483871,1,0,1,0.5235483870967742,0,0,PAYMENT_LINK,1.12,0.5863741935483872,1,0.0,2499.0,942.0101419354838,1465.3491096774194
cmtnys6m4021m3c6vs1237vao,TXN-00001650,4999.0,INR,ABANDONED,AUTHENTICATION_FAILED,CARD,1,17,True,3230.0,3,1,2,1,UPI,NEW,0.5,0.25,0.25,0,0,0,0.22249999999999998,0,0,PAYMENT_LINK,1.12,0.2492,0,0.0,0.0,800.8397999999999,1245.7508
cmtnys6qq021n3c6vltwzrkry,TXN-00001651,1999.0,INR,FAILED,USER_ABANDONED,WALLET,3,483,False,72789.0,22,19,3,0,CARD,HIGH_VALUE,0.13043478260869565,0.8260869565217391,0.0,1,0,1,0.5369565217391304,0,0,RETRY_PAYMENT,0.9,0.4832608695652174,0,0.0,0.0,772.8307826086957,966.0384782608696
cmtnys70r021p3c6v2b6odzbo,TXN-00001653,1999.0,INR,ABANDONED,NETWORK_ERROR,WALLET,3,555,True,52245.0,22,15,7,0,WALLET,REGULAR,0.30434782608695654,0.6521739130434783,0.0,1,0,1,0.6473913043478261,1,1,RETRY_PAYMENT,0.9,0.5826521739130435,1,1999.0,1999.0,931.7773565217391,1164.7216956521738
